,frame
9359,LEVEL01PLAYER221804BULLET202001ENEMY_WEAK-1-100-1-100080901ENEMY_STRONG050104050504050904ENEMY_UFO001503BOMB121802
9360,LEVEL01PLAYER221804BULLET202001ENEMY_WEAK-1-100-1-100080901ENEMY_STRONG050104050504050904ENEMY_UFO001503BOMB131802
9361,LEVEL01PLAYER221804BULLET192001ENEMY_WEAK-1-100-1-100080901ENEMY_STRONG050104050504050904ENEMY_UFO001503BOMB131802
9362,LEVEL01PLAYER221804BULLET192001ENEMY_WEAK-1-100-1-100080901ENEMY_STRONG050104050504050904ENEMY_UFO001403BOMB131802
9363,LEVEL01PLAYER221804BULLET192001ENEMY_WEAK-1-100-1-100080901ENEMY_STRONG050104050504050904ENEMY_UFO001403BOMB141802
9364,LEVEL01PLAYER221804BULLET182001ENEMY_WEAK-1-100-1-100081001ENEMY_STRONG050204050604051004ENEMY_UFO001403BOMB141802
9365,LEVEL01PLAYER221804BULLET172001ENEMY_WEAK-1-100-1-100081001ENEMY_STRONG050204050604051004ENEMY_UFO001403BOMB151802
9366,LEVEL01PLAYER221804BULLET162001ENEMY_WEAK-1-100-1-100081001ENEMY_STRONG050204050604051004ENEMY_UFO001403BOMB151802
9367,LEVEL01PLAYER221804BULLET162001ENEMY_WEAK-1-100-1-100081001ENEMY_STRONG050204050604051004ENEMY_UFO001403BOMB161802
9368,LEVEL01PLAYER221804BULLET152001ENEMY_WEAK-1-100-1-100081001ENEMY_STRONG050204050604051004ENEMY_UFO001403BOMB161802
9369,LEVEL01PLAYER221804BULLET152001ENEMY_WEAK-1-100-1-100081001ENEMY_STRONG050204050604051004ENEMY_UFO001403BOMB171802
9370,LEVEL01PLAYER221804BULLET142001ENEMY_WEAK-1-100-1-100081001ENEMY_STRONG050204050604051004ENEMY_UFO001403BOMB171802
9371,LEVEL01PLAYER221804BULLET142001ENEMY_WEAK-1-100-1-100081001ENEMY_STRONG050204050604051004ENEMY_UFO-1-103BOMB171802
9372,LEVEL01PLAYER221704BULLET142001ENEMY_WEAK-1-100-1-100081001ENEMY_STRONG050204050604051004ENEMY_UFO-1-103BOMB171802
9373,LEVEL01PLAYER221704BULLET132001ENEMY_WEAK-1-100-1-100081001ENEMY_STRONG050204050604051004ENEMY_UFO-1-103BOMB181802
9374,LEVEL01PLAYER221704BULLET132001ENEMY_WEAK-1-100-1-100081001ENEMY_STRONG050204050604051004ENEMY_UFO001003BOMB181802
9375,LEVEL01PLAYER221704BULLET122001ENEMY_WEAK-1-100-1-100081001ENEMY_STRONG050204050604051004ENEMY_UFO001003BOMB181802
9376,LEVEL01PLAYER221704BULLET122001ENEMY_WEAK-1-100-1-100081001ENEMY_STRONG050204050604051004ENEMY_UFO001003BOMB191802
9377,LEVEL01PLAYER221704BULLET112001ENEMY_WEAK-1-100-1-100081001ENEMY_STRONG050204050604051004ENEMY_UFO001003BOMB191802
9378,LEVEL01PLAYER221704BULLET112001ENEMY_WEAK-1-100-1-100081001ENEMY_STRONG050204050604051004ENEMY_UFO001003BOMB201802
9379,LEVEL01PLAYER221704BULLET102001ENEMY_WEAK-1-100-1-100081001ENEMY_STRONG050204050604051004ENEMY_UFO001003BOMB201802
9380,LEVEL01PLAYER221804BULLET102001ENEMY_WEAK-1-100-1-100081001ENEMY_STRONG050204050604051004ENEMY_UFO001103BOMB201802
9381,LEVEL01PLAYER221804BULLET102001ENEMY_WEAK-1-100-1-100081101ENEMY_STRONG050304050704051104ENEMY_UFO001103BOMB201802
9382,LEVEL01PLAYER221804BULLET092001ENEMY_WEAK-1-100-1-100081101ENEMY_STRONG050304050704051104ENEMY_UFO001103BOMB211802
9383,LEVEL01PLAYER221804BULLET082001ENEMY_WEAK-1-100-1-100081101ENEMY_STRONG050304050704051104ENEMY_UFO001103BOMB211802
9384,LEVEL01PLAYER221804BULLET082001ENEMY_WEAK-1-100-1-100081101ENEMY_STRONG050304050704051104ENEMY_UFO001103BOMB221802
9385,LEVEL01PLAYER221802BULLET082001ENEMY_WEAK-1-100-1-100081101ENEMY_STRONG050304050704051104ENEMY_UFO001103BOMB-1-102
9386,LEVEL01PLAYER221802BULLET072001ENEMY_WEAK-1-100-1-100081101ENEMY_STRONG050304050704051104ENEMY_UFO001103BOMB-1-102
9387,LEVEL01PLAYER221802BULLET072001ENEMY_WEAK-1-100-1-100081101ENEMY_STRONG050304050704051104ENEMY_UFO001003BOMB-1-102
9388,LEVEL01PLAYER221702BULLET062001ENEMY_WEAK-1-100-1-100081101ENEMY_STRONG050304050704051104ENEMY_UFO001003BOMB-1-102
9389,LEVEL01PLAYER221702BULLET052001ENEMY_WEAK-1-100-1-100081101ENEMY_STRONG050304050704051104ENEMY_UFO001003BOMB-1-102
9390,LEVEL01PLAYER221802BULLET052001ENEMY_WEAK-1-100-1-100081101ENEMY_STRONG050304050704051104ENEMY_UFO001003BOMB-1-102
9391,LEVEL01PLAYER221802BULLET042001ENEMY_WEAK-1-100-1-100081101ENEMY_STRONG050304050704051104ENEMY_UFO001003BOMB031302
9392,LEVEL01PLAYER221802BULLET032001ENEMY_WEAK-1-100-1-100081101ENEMY_STRONG050304050704051104ENEMY_UFO001003BOMB041302
9393,LEVEL01PLAYER221802BULLET022001ENEMY_WEAK-1-100-1-100081101ENEMY_STRONG050304050704051104ENEMY_UFO001003BOMB041302
9394,LEVEL01PLAYER221802BULLET022001ENEMY_WEAK-1-100-1-100081101ENEMY_STRONG050304050704051104ENEMY_UFO001003BOMB051302
9395,LEVEL01PLAYER221802BULLET022001ENEMY_WEAK-1-100-1-100081101ENEMY_STRONG050304050704051104ENEMY_UFO001103BOMB051302
9396,LEVEL01PLAYER221802BULLET012001ENEMY_WEAK-1-100-1-100081201ENEMY_STRONG050404050804051204ENEMY_UFO001103BOMB051302
9397,LEVEL01PLAYER221902BULLET012001ENEMY_WEAK-1-100-1-100081201ENEMY_STRONG050404050804051204ENEMY_UFO001103BOMB051302
9398,LEVEL01PLAYER221902BULLET012001ENEMY_WEAK-1-100-1-100081201ENEMY_STRONG050404050804051204ENEMY_UFO001103BOMB061302
9399,LEVEL01PLAYER221902BULLET-1-101ENEMY_WEAK-1-100-1-100081201ENEMY_STRONG050404050804051204ENEMY_UFO001103BOMB061302
9400,LEVEL01PLAYER221902BULLET-1-101ENEMY_WEAK-1-100-1-100081201ENEMY_STRONG050404050804051204ENEMY_UFO001103BOMB071302
9401,LEVEL01PLAYER221902BULLET-1-101ENEMY_WEAK-1-100-1-100081201ENEMY_STRONG050404050804051204ENEMY_UFO001203BOMB071302
9402,LEVEL01PLAYER221902BULLET-1-101ENEMY_WEAK-1-100-1-100081201ENEMY_STRONG050404050804051204ENEMY_UFO001203BOMB081302
9403,LEVEL01PLAYER221802BULLET-1-101ENEMY_WEAK-1-100-1-100081201ENEMY_STRONG050404050804051204ENEMY_UFO001203BOMB081302
9404,LEVEL01PLAYER221802BULLET-1-101ENEMY_WEAK-1-100-1-100081201ENEMY_STRONG050404050804051204ENEMY_UFO001203BOMB091302
9405,LEVEL01PLAYER221802BULLET-1-101ENEMY_WEAK-1-100-1-100081201ENEMY_STRONG050404050804051204ENEMY_UFO001303BOMB091302
9406,LEVEL01PLAYER221702BULLET-1-101ENEMY_WEAK-1-100-1-100081201ENEMY_STRONG050404050804051204ENEMY_UFO001303BOMB101302
9407,LEVEL01PLAYER221702BULLET-1-101ENEMY_WEAK-1-100-1-100081201ENEMY_STRONG050404050804051204ENEMY_UFO001303BOMB111302
9408,LEVEL01PLAYER221702BULLET211901ENEMY_WEAK-1-100-1-100081201ENEMY_STRONG050404050804051204ENEMY_UFO001303BOMB111302
9409,LEVEL01PLAYER221702BULLET211901ENEMY_WEAK-1-100-1-100081201ENEMY_STRONG050404050804051204ENEMY_UFO001403BOMB111302
9410,LEVEL01PLAYER221702BULLET211901ENEMY_WEAK-1-100-1-100081301ENEMY_STRONG050504050904051304ENEMY_UFO001403BOMB111302
9411,LEVEL01PLAYER221702BULLET201901ENEMY_WEAK-1-100-1-100081301ENEMY_STRONG050504050904051304ENEMY_UFO001403BOMB121302
9412,LEVEL01PLAYER221602BULLET191901ENEMY_WEAK-1-100-1-100081301ENEMY_STRONG050504050904051304ENEMY_UFO001403BOMB121302
9413,LEVEL01PLAYER221602BULLET191901ENEMY_WEAK-1-100-1-100081301ENEMY_STRONG050504050904051304ENEMY_UFO001403BOMB131302
9414,LEVEL01PLAYER221602BULLET181901ENEMY_WEAK-1-100-1-100081301ENEMY_STRONG050504050904051304ENEMY_UFO001403BOMB131302
9415,LEVEL01PLAYER221602BULLET181901ENEMY_WEAK-1-100-1-100081301ENEMY_STRONG050504050904051304ENEMY_UFO001303BOMB131302
9416,LEVEL01PLAYER221602BULLET181901ENEMY_WEAK-1-100-1-100081301ENEMY_STRONG050504050904051304ENEMY_UFO001303BOMB141302
9417,LEVEL01PLAYER221602BULLET171901ENEMY_WEAK-1-100-1-100081301ENEMY_STRONG050504050904051304ENEMY_UFO001303BOMB141302
9418,LEVEL01PLAYER221602BULLET161901ENEMY_WEAK-1-100-1-100081301ENEMY_STRONG050504050904051304ENEMY_UFO001303BOMB151302
9419,LEVEL01PLAYER221602BULLET151901ENEMY_WEAK-1-100-1-100081301ENEMY_STRONG050504050904051304ENEMY_UFO001303BOMB151302
9420,LEVEL01PLAYER221602BULLET151901ENEMY_WEAK-1-100-1-100081301ENEMY_STRONG050504050904051304ENEMY_UFO001303BOMB161302
9421,LEVEL01PLAYER221602BULLET141901ENEMY_WEAK-1-100-1-100081301ENEMY_STRONG050504050904051304ENEMY_UFO001303BOMB161302
9422,LEVEL01PLAYER221702BULLET141901ENEMY_WEAK-1-100-1-100081301ENEMY_STRONG050504050904051304ENEMY_UFO001303BOMB161302
9423,LEVEL01PLAYER221702BULLET141901ENEMY_WEAK-1-100-1-100081301ENEMY_STRONG050504050904051304ENEMY_UFO001303BOMB171302
9424,LEVEL01PLAYER221702BULLET131901ENEMY_WEAK-1-100-1-100081301ENEMY_STRONG050504050904051304ENEMY_UFO001303BOMB171302
9425,LEVEL01PLAYER221702BULLET121901ENEMY_WEAK-1-100-1-100081301ENEMY_STRONG050504050904051304ENEMY_UFO001303BOMB181302
9426,LEVEL01PLAYER221702BULLET121901ENEMY_WEAK-1-100-1-100081301ENEMY_STRONG050504050904051304ENEMY_UFO001203BOMB181302
9427,LEVEL01PLAYER221702BULLET121901ENEMY_WEAK-1-100-1-100081401ENEMY_STRONG050604051004051404ENEMY_UFO001203BOMB181302
9428,LEVEL01PLAYER221702BULLET111901ENEMY_WEAK-1-100-1-100081401ENEMY_STRONG050604051004051404ENEMY_UFO001203BOMB181302
9429,LEVEL01PLAYER221702BULLET111901ENEMY_WEAK-1-100-1-100081401ENEMY_STRONG050604051004051404ENEMY_UFO001203BOMB191302
9430,LEVEL01PLAYER221702BULLET101901ENEMY_WEAK-1-100-1-100081401ENEMY_STRONG050604051004051404ENEMY_UFO001203BOMB191302
9431,LEVEL01PLAYER221802BULLET101901ENEMY_WEAK-1-100-1-100081401ENEMY_STRONG050604051004051404ENEMY_UFO001203BOMB191302
9432,LEVEL01PLAYER221802BULLET101901ENEMY_WEAK-1-100-1-100081401ENEMY_STRONG050604051004051404ENEMY_UFO001203BOMB201302
9433,LEVEL01PLAYER221802BULLET091901ENEMY_WEAK-1-100-1-100081401ENEMY_STRONG050604051004051404ENEMY_UFO001203BOMB201302
9434,LEVEL01PLAYER221902BULLET081901ENEMY_WEAK-1-100-1-100081401ENEMY_STRONG050604051004051404ENEMY_UFO001203BOMB211302
9435,LEVEL01PLAYER221902BULLET071901ENEMY_WEAK-1-100-1-100081401ENEMY_STRONG050604051004051404ENEMY_UFO001203BOMB211302
9436,LEVEL01PLAYER221902BULLET071901ENEMY_WEAK-1-100-1-100081401ENEMY_STRONG050604051004051404ENEMY_UFO001203BOMB221302
9437,LEVEL01PLAYER221802BULLET071901ENEMY_WEAK-1-100-1-100081401ENEMY_STRONG050604051004051404ENEMY_UFO001303BOMB221302
9438,LEVEL01PLAYER221802BULLET061901ENEMY_WEAK-1-100-1-100081401ENEMY_STRONG050604051004051404ENEMY_UFO001303BOMB221302
9439,LEVEL01PLAYER221802BULLET061901ENEMY_WEAK-1-100-1-100081401ENEMY_STRONG050604051004051404ENEMY_UFO001303BOMB-1-102
9440,LEVEL01PLAYER221802BULLET051901ENEMY_WEAK-1-100-1-100081401ENEMY_STRONG050604051004051404ENEMY_UFO001303BOMB-1-102
9441,LEVEL01PLAYER221802BULLET041901ENEMY_WEAK-1-100-1-100081401ENEMY_STRONG050604051004051404ENEMY_UFO001303BOMB-1-102
9442,LEVEL01PLAYER221802BULLET041901ENEMY_WEAK-1-100-1-100081401ENEMY_STRONG050604051004051404ENEMY_UFO001303BOMB031602
9443,LEVEL01PLAYER221802BULLET041901ENEMY_WEAK-1-100-1-100081501ENEMY_STRONG050704051104051504ENEMY_UFO001303BOMB031602
9444,LEVEL01PLAYER221802BULLET031901ENEMY_WEAK-1-100-1-100081501ENEMY_STRONG050704051104051504ENEMY_UFO001303BOMB031602
9445,LEVEL01PLAYER221902BULLET031901ENEMY_WEAK-1-100-1-100081501ENEMY_STRONG050704051104051504ENEMY_UFO001303BOMB031602
9446,LEVEL01PLAYER221902BULLET031901ENEMY_WEAK-1-100-1-100081501ENEMY_STRONG050704051104051504ENEMY_UFO001303BOMB041602
9447,LEVEL01PLAYER221902BULLET021901ENEMY_WEAK-1-100-1-100081501ENEMY_STRONG050704051104051504ENEMY_UFO001303BOMB041602
9448,LEVEL01PLAYER221902BULLET-1-101ENEMY_WEAK-1-100-1-100081501ENEMY_STRONG050704051104051504ENEMY_UFO001302BOMB041602
9449,LEVEL01PLAYER221902BULLET-1-101ENEMY_WEAK-1-100-1-100081501ENEMY_STRONG050704051104051504ENEMY_UFO001302BOMB051602
9450,LEVEL01PLAYER221802BULLET-1-101ENEMY_WEAK-1-100-1-100081501ENEMY_STRONG050704051104051504ENEMY_UFO001302BOMB051602
9451,LEVEL01PLAYER221802BULLET-1-101ENEMY_WEAK-1-100-1-100081501ENEMY_STRONG050704051104051504ENEMY_UFO001402BOMB051602
9452,LEVEL01PLAYER221802BULLET-1-101ENEMY_WEAK-1-100-1-100081501ENEMY_STRONG050704051104051504ENEMY_UFO001402BOMB061602
9453,LEVEL01PLAYER221802BULLET-1-101ENEMY_WEAK-1-100-1-100081501ENEMY_STRONG050704051104051504ENEMY_UFO001402BOMB071602
9454,LEVEL01PLAYER221802BULLET-1-101ENEMY_WEAK-1-100-1-100081501ENEMY_STRONG050704051104051504ENEMY_UFO001402BOMB081602
9455,LEVEL01PLAYER221802BULLET-1-101ENEMY_WEAK-1-100-1-100081501ENEMY_STRONG050704051104051504ENEMY_UFO001402BOMB091602
9456,LEVEL01PLAYER221802BULLET212001ENEMY_WEAK-1-100-1-100081501ENEMY_STRONG050704051104051504ENEMY_UFO001402BOMB091602
9457,LEVEL01PLAYER221802BULLET212001ENEMY_WEAK-1-100-1-100081601ENEMY_STRONG050804051204051604ENEMY_UFO001402BOMB091602
9458,LEVEL01PLAYER221802BULLET202001ENEMY_WEAK-1-100-1-100081601ENEMY_STRONG050804051204051604ENEMY_UFO001402BOMB091602
9459,LEVEL01PLAYER221802BULLET202001ENEMY_WEAK-1-100-1-100081601ENEMY_STRONG050804051204051604ENEMY_UFO001402BOMB101602
9460,LEVEL01PLAYER221802BULLET192001ENEMY_WEAK-1-100-1-100081601ENEMY_STRONG050804051204051604ENEMY_UFO001402BOMB101602
9461,LEVEL01PLAYER221802BULLET192001ENEMY_WEAK-1-100-1-100081601ENEMY_STRONG050804051204051604ENEMY_UFO001402BOMB111602
9462,LEVEL01PLAYER221802BULLET182001ENEMY_WEAK-1-100-1-100081601ENEMY_STRONG050804051204051604ENEMY_UFO001402BOMB111602
9463,LEVEL01PLAYER221702BULLET172001ENEMY_WEAK-1-100-1-100081601ENEMY_STRONG050804051204051604ENEMY_UFO001402BOMB121602
9464,LEVEL01PLAYER221702BULLET162001ENEMY_WEAK-1-100-1-100081601ENEMY_STRONG050804051204051604ENEMY_UFO001402BOMB121602
9465,LEVEL01PLAYER221702BULLET162001ENEMY_WEAK-1-100-1-100081601ENEMY_STRONG050804051204051604ENEMY_UFO001402BOMB131602
9466,LEVEL01PLAYER221702BULLET162001ENEMY_WEAK-1-100-1-100081601ENEMY_STRONG050804051204051604ENEMY_UFO-1-102BOMB131602
9467,LEVEL01PLAYER221602BULLET162001ENEMY_WEAK-1-100-1-100081601ENEMY_STRONG050804051204051604ENEMY_UFO-1-102BOMB131602
9468,LEVEL01PLAYER221602BULLET152001ENEMY_WEAK-1-100-1-100081601ENEMY_STRONG050804051204051604ENEMY_UFO-1-102BOMB131602
9469,LEVEL01PLAYER221602BULLET152001ENEMY_WEAK-1-100-1-100081601ENEMY_STRONG050804051204051604ENEMY_UFO-1-102BOMB141602
9470,LEVEL01PLAYER221602BULLET142001ENEMY_WEAK-1-100-1-100081601ENEMY_STRONG050804051204051604ENEMY_UFO-1-102BOMB141602
9471,LEVEL01PLAYER221602BULLET142001ENEMY_WEAK-1-100-1-100081601ENEMY_STRONG050804051204051604ENEMY_UFO001102BOMB141602
9472,LEVEL01PLAYER221602BULLET132001ENEMY_WEAK-1-100-1-100081601ENEMY_STRONG050804051204051604ENEMY_UFO001102BOMB151602
9473,LEVEL01PLAYER221602BULLET122001ENEMY_WEAK-1-100-1-100081601ENEMY_STRONG050804051204051604ENEMY_UFO001102BOMB151602
9474,LEVEL01PLAYER221602BULLET122001ENEMY_WEAK-1-100-1-100081701ENEMY_STRONG050904051304051704ENEMY_UFO001102BOMB161602
9475,LEVEL01PLAYER221702BULLET122001ENEMY_WEAK-1-100-1-100081701ENEMY_STRONG050904051304051704ENEMY_UFO001102BOMB161602
9476,LEVEL01PLAYER221702BULLET112001ENEMY_WEAK-1-100-1-100081701ENEMY_STRONG050904051304051704ENEMY_UFO001002BOMB161602
9477,LEVEL01PLAYER221702BULLET112001ENEMY_WEAK-1-100-1-100081701ENEMY_STRONG050904051304051704ENEMY_UFO001002BOMB171602
9478,LEVEL01PLAYER221702BULLET102001ENEMY_WEAK-1-100-1-100081701ENEMY_STRONG050904051304051704ENEMY_UFO001002BOMB171602
9479,LEVEL01PLAYER221702BULLET-1-101ENEMY_WEAK-1-100-1-100-1-100ENEMY_STRONG050904051304051704ENEMY_UFO001002BOMB171602
9480,LEVEL01PLAYER221602BULLET-1-101ENEMY_WEAK-1-100-1-100-1-100ENEMY_STRONG050904051304051704ENEMY_UFO001002BOMB171602
9481,LEVEL01PLAYER221602BULLET-1-101ENEMY_WEAK-1-100-1-100-1-100ENEMY_STRONG050904051304051704ENEMY_UFO001002BOMB181602
9482,LEVEL01PLAYER221602BULLET-1-101ENEMY_WEAK-1-100-1-100-1-100ENEMY_STRONG050904051304051704ENEMY_UFO000902BOMB181602
9483,LEVEL01PLAYER221602BULLET211801ENEMY_WEAK-1-100-1-100-1-100ENEMY_STRONG050904051304051704ENEMY_UFO000902BOMB181602
9484,LEVEL01PLAYER221602BULLET211801ENEMY_WEAK-1-100-1-100-1-100ENEMY_STRONG050904051304051704ENEMY_UFO000902BOMB191602
9485,LEVEL01PLAYER221602BULLET201801ENEMY_WEAK-1-100-1-100-1-100ENEMY_STRONG050904051304051704ENEMY_UFO000902BOMB191602
9486,LEVEL01PLAYER221602BULLET201801ENEMY_WEAK-1-100-1-100-1-100ENEMY_STRONG050904051304051704ENEMY_UFO000902BOMB201602
9487,LEVEL01PLAYER221602BULLET191801ENEMY_WEAK-1-100-1-100-1-100ENEMY_STRONG050904051304051704ENEMY_UFO000902BOMB201602
9488,LEVEL01PLAYER221702BULLET191801ENEMY_WEAK-1-100-1-100-1-100ENEMY_STRONG050904051304051704ENEMY_UFO000902BOMB201602
9489,LEVEL01PLAYER221702BULLET191801ENEMY_WEAK-1-100-1-100-1-100ENEMY_STRONG050904051304051704ENEMY_UFO000802BOMB201602
9490,LEVEL01PLAYER221702BULLET181801ENEMY_WEAK-1-100-1-100-1-100ENEMY_STRONG050904051304051704ENEMY_UFO000802BOMB201602
9491,LEVEL01PLAYER221702BULLET181801ENEMY_WEAK-1-100-1-100-1-100ENEMY_STRONG050904051304051704ENEMY_UFO000802BOMB211602
9492,LEVEL01PLAYER221702BULLET171801ENEMY_WEAK-1-100-1-100-1-100ENEMY_STRONG050904051304051704ENEMY_UFO000802BOMB211602
9493,LEVEL01PLAYER221702BULLET171801ENEMY_WEAK-1-100-1-100-1-100ENEMY_STRONG050904051304051704ENEMY_UFO000802BOMB221602
9494,LEVEL01PLAYER221702BULLET161801ENEMY_WEAK-1-100-1-100-1-100ENEMY_STRONG051004051404051804ENEMY_UFO000802BOMB221602
9495,LEVEL01PLAYER221802BULLET161801ENEMY_WEAK-1-100-1-100-1-100ENEMY_STRONG051004051404051804ENEMY_UFO000802BOMB-1-102
9496,LEVEL01PLAYER221802BULLET151801ENEMY_WEAK-1-100-1-100-1-100ENEMY_STRONG051004051404051804ENEMY_UFO000802BOMB-1-102
9497,LEVEL01PLAYER221802BULLET141801ENEMY_WEAK-1-100-1-100-1-100ENEMY_STRONG051004051404051804ENEMY_UFO000802BOMB-1-102
9498,LEVEL01PLAYER221702BULLET141801ENEMY_WEAK-1-100-1-100-1-100ENEMY_STRONG051004051404051804ENEMY_UFO000802BOMB-1-102
9499,LEVEL01PLAYER221702BULLET131801ENEMY_WEAK-1-100-1-100-1-100ENEMY_STRONG051004051404051804ENEMY_UFO000802BOMB-1-102
9500,LEVEL01PLAYER221702BULLET131801ENEMY_WEAK-1-100-1-100-1-100ENEMY_STRONG051004051404051804ENEMY_UFO000802BOMB031102
9501,LEVEL01PLAYER221702BULLET121801ENEMY_WEAK-1-100-1-100-1-100ENEMY_STRONG051004051404051804ENEMY_UFO000802BOMB031102
9502,LEVEL01PLAYER221702BULLET121801ENEMY_WEAK-1-100-1-100-1-100ENEMY_STRONG051004051404051804ENEMY_UFO000802BOMB041102
9503,LEVEL01PLAYER221702BULLET111801ENEMY_WEAK-1-100-1-100-1-100ENEMY_STRONG051004051404051804ENEMY_UFO000802BOMB041102
9504,LEVEL01PLAYER221702BULLET101801ENEMY_WEAK-1-100-1-100-1-100ENEMY_STRONG051004051404051804ENEMY_UFO000802BOMB051102
9505,LEVEL01PLAYER221602BULLET101801ENEMY_WEAK-1-100-1-100-1-100ENEMY_STRONG051004051404051804ENEMY_UFO000902BOMB051102
9506,LEVEL01PLAYER221602BULLET091801ENEMY_WEAK-1-100-1-100-1-100ENEMY_STRONG051004051404051804ENEMY_UFO000902BOMB051102
9507,LEVEL01PLAYER221602BULLET091801ENEMY_WEAK-1-100-1-100-1-100ENEMY_STRONG051004051404051804ENEMY_UFO000902BOMB061102
9508,LEVEL01PLAYER221602BULLET081801ENEMY_WEAK-1-100-1-100-1-100ENEMY_STRONG051004051404051804ENEMY_UFO000902BOMB061102
9509,LEVEL01PLAYER221602BULLET081801ENEMY_WEAK-1-100-1-100-1-100ENEMY_STRONG051104051504051904ENEMY_UFO000902BOMB061102
9510,LEVEL01PLAYER221602BULLET081801ENEMY_WEAK-1-100-1-100-1-100ENEMY_STRONG051104051504051904ENEMY_UFO000902BOMB071102
9511,LEVEL01PLAYER221602BULLET071801ENEMY_WEAK-1-100-1-100-1-100ENEMY_STRONG051104051504051904ENEMY_UFO000902BOMB071102
9512,LEVEL01PLAYER221602BULLET-1-101ENEMY_WEAK-1-100-1-100-1-100ENEMY_STRONG051104051503051904ENEMY_UFO000802BOMB071102
9513,LEVEL01PLAYER221602BULLET-1-101ENEMY_WEAK-1-100-1-100-1-100ENEMY_STRONG051104051503051904ENEMY_UFO000802BOMB081102
9514,LEVEL01PLAYER221602BULLET-1-101ENEMY_WEAK-1-100-1-100-1-100ENEMY_STRONG051104051503051904ENEMY_UFO000802BOMB091102
9515,LEVEL01PLAYER221602BULLET211801ENEMY_WEAK-1-100-1-100-1-100ENEMY_STRONG051104051503051904ENEMY_UFO000802BOMB091102
9516,LEVEL01PLAYER221602BULLET211801ENEMY_WEAK-1-100-1-100-1-100ENEMY_STRONG051104051503051904ENEMY_UFO000702BOMB091102
9517,LEVEL01PLAYER221602BULLET201801ENEMY_WEAK-1-100-1-100-1-100ENEMY_STRONG051104051503051904ENEMY_UFO000702BOMB091102
9518,LEVEL01PLAYER221602BULLET201801ENEMY_WEAK-1-100-1-100-1-100ENEMY_STRONG051104051503051904ENEMY_UFO000702BOMB101102
9519,LEVEL01PLAYER221602BULLET191801ENEMY_WEAK-1-100-1-100-1-100ENEMY_STRONG051104051503051904ENEMY_UFO000702BOMB101102
9520,LEVEL01PLAYER221602BULLET191801ENEMY_WEAK-1-100-1-100-1-100ENEMY_STRONG051104051503051904ENEMY_UFO000702BOMB111102
9521,LEVEL01PLAYER221602BULLET181801ENEMY_WEAK-1-100-1-100-1-100ENEMY_STRONG051104051503051904ENEMY_UFO000702BOMB111102
9522,LEVEL01PLAYER221602BULLET181801ENEMY_WEAK-1-100-1-100-1-100ENEMY_STRONG051104051503051904ENEMY_UFO000802BOMB111102
9523,LEVEL01PLAYER221602BULLET181801ENEMY_WEAK-1-100-1-100-1-100ENEMY_STRONG051104051503051904ENEMY_UFO000802BOMB121102
9524,LEVEL01PLAYER221502BULLET171801ENEMY_WEAK-1-100-1-100-1-100ENEMY_STRONG051104051503051904ENEMY_UFO000802BOMB121102
9525,LEVEL01PLAYER221502BULLET161801ENEMY_WEAK-1-100-1-100-1-100ENEMY_STRONG051104051503051904ENEMY_UFO000802BOMB121102
9526,LEVEL01PLAYER221502BULLET161801ENEMY_WEAK-1-100-1-100-1-100ENEMY_STRONG051104051503051904ENEMY_UFO000802BOMB131102
9527,LEVEL01PLAYER221502BULLET161801ENEMY_WEAK-1-100-1-100-1-100ENEMY_STRONG051204051603052004ENEMY_UFO000802BOMB131102
9528,LEVEL01PLAYER221502BULLET161801ENEMY_WEAK-1-100-1-100-1-100ENEMY_STRONG061104061503061904ENEMY_UFO000802BOMB131102
9529,LEVEL01PLAYER221402BULLET161801ENEMY_WEAK-1-100-1-100-1-100ENEMY_STRONG061104061503061904ENEMY_UFO000802BOMB131102
9530,LEVEL01PLAYER221402BULLET151801ENEMY_WEAK-1-100-1-100-1-100ENEMY_STRONG061104061503061904ENEMY_UFO000802BOMB131102
9531,LEVEL01PLAYER221402BULLET151801ENEMY_WEAK-1-100-1-100-1-100ENEMY_STRONG061104061503061904ENEMY_UFO000802BOMB141102
9532,LEVEL01PLAYER221402BULLET141801ENEMY_WEAK-1-100-1-100-1-100ENEMY_STRONG061104061503061904ENEMY_UFO000802BOMB141102
9533,LEVEL01PLAYER221502BULLET141801ENEMY_WEAK-1-100-1-100-1-100ENEMY_STRONG061104061503061904ENEMY_UFO000802BOMB141102
9534,LEVEL01PLAYER221502BULLET141801ENEMY_WEAK-1-100-1-100-1-100ENEMY_STRONG061104061503061904ENEMY_UFO000802BOMB151102
9535,LEVEL01PLAYER221502BULLET131801ENEMY_WEAK-1-100-1-100-1-100ENEMY_STRONG061104061503061904ENEMY_UFO000802BOMB151102
9536,LEVEL01PLAYER221502BULLET121801ENEMY_WEAK-1-100-1-100-1-100ENEMY_STRONG061104061503061904ENEMY_UFO000902BOMB151102
9537,LEVEL01PLAYER221502BULLET121801ENEMY_WEAK-1-100-1-100-1-100ENEMY_STRONG061104061503061904ENEMY_UFO000902BOMB161102
9538,LEVEL01PLAYER221502BULLET111801ENEMY_WEAK-1-100-1-100-1-100ENEMY_STRONG061104061503061904ENEMY_UFO000902BOMB161102
9539,LEVEL01PLAYER221502BULLET111801ENEMY_WEAK-1-100-1-100-1-100ENEMY_STRONG061104061503061904ENEMY_UFO000902BOMB171102
